cod_individuo;num_apolices_ativas;tipo_cobertura;valor_premio_anual;tempo_cliente_dias;data_primeira_apolice;num_produtos_contratados;valor_cobertura_total;franquia_media;canal_aquisicao;pagamento_em_dia;desconto_aplicado_pct;metodo_pagamento
IND-221301617879;1;Premium;1.040,53;3085.0;12-20-2017;4;177946.26;570.50;Digital;Atrasado;0.018;boleto
IND-221301180060;2;PADRAO;R$1.055,25;3897.0;2015/9/30;2;127.684,34;636,27;Digital  ;Sim;0.048;PIX
IND-221300865653;1;NA;1.411,16;NULL;04-10-2015;6;176421.69;R$1.536,02;Telefone;0;0.089;Cartão
IND-221303235573;4;-;1538.5;30.0;02/05/2026;1;131706.47;1.374,91;Digital;1;0.158;null
IND-221300530782;1;Padrao;1354.93;716.0;2024/6/15;5;R$ 126.512,88;R$ 1.221;Indicacao;Em dia;0.043;Pix
IND-221303210236;2;Padrao;1.282,58;4792.0;2013/4/18;2;128.216,52;977.21;Agente;Em dia;0.069;BOL
IND-221301259337;NA;  ;N/A;1628.0;NULL;1;R$147.578,25;R$ 455,96;Indicacao;Sim;0.164;Boleto Bancario
IND-221300662364;1;Padrão;null;3839.0;2015/11/27;2;R$179.532,34;562.55;Agente;S;0.019;debito
IND-221303281339;1;PREMIUM;R$ 1.340,69;2852.0;08-10-2018;4;R$ 172.820,73;1.270,76;Agente;Sim;0.043;pix
IND-221301861112;4;Basica;R$ 1.636;2467.0;2019/8/30;1;R$ 113.481,82;R$ 1.025;Digital;S;0.14;pix
IND-221301526089;1;PADRAO;979.86;4362.0;22 Jun 2014;4;R$136.228,81;R$1.065,05;Agente;Em dia;0.035;boleto
IND-221301272838;3;padrao;R$ 1.264,54;410.0;17 Apr 2025;2;R$ 162.699,06;R$ 1.263,64;Agente;OK;0.125;DEB AUTO
IND-221300319009;1;PREMIUM;1020.26;2732.0;;4;222716.51;NULL;Agente;Em dia;0.028;Cartao_Credito
IND-221300475590;3;BASICA;R$ 1.283;1245.0;2023/1/3;1;122361.79;752.59;Indicacao;Sim;0.102;Debito_Auto
IND-221300598173;3;premium;#N/D;2290.0;23 Feb 2020;2;140002.57;R$ 975,17;Agente;NULL;0.129;BOL
IND-221300359821;1;Premium;R$ 1.072,25;1765.0;  ;5;R$218.291,84;625,93;-;Sim;0.0;debito
IND-221301054045;2;PADRAO;R$1.238,34;3064.0;10/01/2018;2;R$ 162.012,90;R$ 1.115,55;Digital  ;NA;0.05;Cartão
IND-221302851205;1;Std;R$ 1.087,72;1735.0;31 Aug 2021;5;R$169.773,89;594.35;Agente;S;0.055;pix
IND-221300644022;3;Padrao;1116.73;1759.0;07 Aug 2021;1;138.146,98;R$ 1.251,91;Digital;S;0.098;CC
IND-221300804870;1;premium;R$ 1.220,79;4782.0;28/04/2013;3;R$103.047,66;808,04;Agente ;1;0.036;Cartao_Credito
IND-221300898220;?;#N/D;R$1.849,52;1126.0;;1;R$ 128.017,03;R$ 928,44; Digital;0;0.168;Boleto
IND-221301100471;2;NULL;1477.89;3239.0;19/07/2017;2;R$ 128.968,98;1626.19; Digital;1;0.082;Boleto
IND-221300634164;1;PREMIUM;1247.9;2558.0;2019-05-31;4;152274.8;R$1.208,24;Telefone;Sim;0.062;DEB AUTO
IND-221300813954;3;-;R$ 1.305;999.0;09-06-2023;1;-;R$ 918,47;Digital;S;0.122;Debito_Auto
IND-221302674476;2;PREMIUM;1260.67;3457.0;13 Dec 2016;NULL;R$139.569,15;R$ 1.229,28; Telefone;1;0.092;DEB AUTO
IND-221300659206;1;PREMIUM;R$ 1.155,01;  ;06-21-2015;5;R$207.519,54;R$ 1.139,90;Agente;Em dia;0.07;Debito Automatico
IND-221302976398;3;Basica;R$1.418,27;4226.0;11-05-2014;1;R$ 79.833,73;1465.38;Telefone;Em dia;0.154;Boleto
IND-221301577916;3;Basica;R$ 1.069,04;2931.0;23/05/2018;1;R$96.706,37;904,89;Telefone  ;S;0.115;Boleto Bancario
IND-221302304145;3;Padrão;R$ 1.646,86;1874.0;2021/4/14;1;105704.77;1339.15;Agente;Sim;0.111;Cartão
IND-221302141716;3;basica;995.47;413.0;2025/4/14;1;R$97.591,71; ;Agente;S;NULL;Cartao_Credito
IND-221300755368;2;Std;;1643.0;2021/12/1;5;R$ 176.283,88;1802.45;Agente;Sim;0.109;Boleto Bancario
IND-221302053987;1;Plus;R$ 1.063,33;;06-01-2014;5;-;R$ 1.028,26;Telefone;S;0.044;Cartão
IND-221300789599;4;PADRAO;1545.66;N/A;08 Feb 2020;1;R$133.965,89;R$ 655;Agente;OK;0.144;pix
IND-221303095822;1;PREMIUM;R$1.204,10;3209.0;18/08/2017;5;R$ 127.153,84;1393.64;Digital;Sim;0.037;debito
IND-221302303069;3;Prem.;1314.78;1002.0;2023-09-03;1;114060.44;773,68;Digital;N/A;0.121;DEB AUTO
IND-221300237458;3;Basic;1252.39;1689.0;2021-10-16;NULL; ;R$ 1.323,73;Agente;Em dia;0.145;Cartao_Credito
IND-221301182985;3;Básica;1.019,94;4358.0;26 Jun 2014;2;R$892.503,44;R$ 1.143,05;Agente;Em dia;0.115;Cartao
IND-221302469502;2;Padrao;1.150,13;2822.0;09 Sep 2018;2;R$146.449,34;R$694,41;Agente  ;Sim;0.072;Pix
IND-221301937849;1;premium;1848.0;3547.0;2016/9/14;5;R$ 147.214,07;NULL;Indicacao;S;0.028;Cartao
IND-221302854583;4;Padrão;1499.64;299.0;08-06-2025;1;R$ 111.713,52;1.475,72;Telefone;Sim;0.165;pix
IND-221300242595;4;Std;R$907,43;2175.0;17/06/2020;1;R$ 153.534,05;R$ 601,08;Telefone;Sim;0.158;Debito_Auto
IND-221301466231;4;Basica;1.972,58;2431.0;05/10/2019;2;207020.44;R$ 1.875,64;Telefone;S;0.166;Boleto
IND-221300785583;4;basica;1.147,73;1392.0;09/08/2022;1;R$ 115.069,66;R$ 650,88;Telefone;1;0.148;DEB AUTO
IND-221300986843;3;Std;R$ 1.828,27;522.0;2024-12-26;2;145.946,05;R$1.893,63;Telefone;OK;0.092;Debito_Auto
IND-221302565377;1;premium;1139.67;3550.0;11/09/2016;4;R$ 106.379,63;R$ 618,16;Agente;OK;0.02;Boleto Bancario
IND-221300168096;4;Padrão;R$ 940,04;1198.0;2023-02-19;1;159582.03;1065.88;Telefone;OK;0.144;DEB AUTO
IND-221301679676;3;basica;R$794,28;30.0;02 May 2026;1;111974.43;R$ 682;Indicacao;S;0.14;BOL
IND-221302499226;2;PADRAO;R$ 1.240,99;1436.0;06-26-2022;1;68694.64;852.03;Agente;Em dia;0.083;PIX
IND-221300035809;1;Premium;1170.08;2154.0;08/07/2020;5;138.795,63;R$ 977,00;Digital;1;0.05;Pix
IND-221301862724;4;Prem.;1.122,47;2193.0;05-30-2020;1;R$ 124.589,85;938.68;Agente;OK;0.136;Pix
IND-221301334530;4; ;1199.62;1460.0;02/06/2022;1;138421.62;963.7; Telefone;1;0.147;DEB AUTO
IND-221302105202;1;-;R$ 979,28;4068.0;2015/4/12;4;  ;601.70;Digital;1;0.069;debito
IND-221301063296;3;padrao;R$ 2.157,61;1607.0;2022-01-06;2;R$999.999.999,00;1.090,63;Telefone;S;0.165;Debito_Auto
IND-221302191194;2;Basica;R$ 1.421,50;1893.0;26 Mar 2021;2;140374.47;R$1.694,59;Digital;1;0.059;Boleto Bancario
IND-221303199006;1;Plus;R$992,28;5376.0;12/09/2011;4;R$ 141.411;733,36;Digital;S;0.048;Debito Automatico
IND-221300810297;4;basica;R$1.501,07;381.0;16/05/2025;1;R$ 152.359,71;R$ 766,16;Agente;1;0.159;Cartao_Credito
IND-221301902997;1;PREMIUM;R$ 1.246,26;1998.0;2020/12/11;5;119.346,75;1040.91;Digital;Sim;0.072;Cartão
IND-221301334688;1;padrao;R$1.242,58;4624.0;03/10/2013;4;R$ 183.188,95;R$ 835,42;Agente;OK;0.051;Pix
IND-221301374740;2;basica;R$946,55;538.0;10/12/2024;  ;R$ 75.931,19;R$ 1.012,81;Digital;OK;0.102;Cartao
IND-221300476127;3;Basica;992.30;647.0;23 Aug 2024;1;R$ 131.593,67;1.131,18;Agente;Nao;0.105;pix
IND-221303047001;1;Prem.;1.035,45;1568.0;2022/2/14;3;123.658,99;1046.31;Agente;S;0.039;Pix
IND-221302948860;2;Padrão;1133.25;2216.0;07 May 2020;2;133016.71;539.90;Indicacao;OK;0.075;debito
IND-221302925326;1;Premium;R$ 1.073,87;4555.0;2013/12/11;4;183.417,54;R$ 538,97;Telefone;1;0.037;debito
IND-221303221165;1;premium;R$ 727,17;1863.0;2021/4/25;2;R$180.884,73;R$ 322;Indicacao;OK;0.028;debito
IND-221301477225;1;Plus;1061.68;99999.0;10-01-2011;4;R$ 145.672,89;R$ 1.127,12;Agente  ;S;0.029;Pix
IND-221300698312;1;PREMIUM;R$956,85;3001.0;14 Mar 2018;4;R$ 152.911,17;R$ 565,05;Digital;OK;?;PIX
IND-221302585991;2;basica;;4359.0;2014-06-25;N/A;134.686,81;R$ 771;Digital  ;1;0.083;Debito Automatico
IND-221302747365;2;PREMIUM;1.118,28;30.0;2026-05-02;2;R$ 124.855,09;810,02;Digital;OK;0.074;DEB AUTO
IND-221302194809;4;basica;null;905.0;2023/12/9;1;125067.4;R$ 1.235,42;Digital;Em dia;0.145;Cartao_Credito
IND-221301255275;1;Prem.;R$ 1.131,05;2113.0;2020/8/18;4;R$ 159.246;1078.00;Digital;NA;;CC
IND-221300054086;4;BASICA;1.234,76;1114.0;14 May 2023;1;R$ 143.793;1.291,38;Telefone;Sim;0.135;debito
IND-221301502747;5;Padrao;R$1.857,69;30.0;05-02-2026;;R$130.828,89;R$869,86;Agente;Em dia;0.217;CC
IND-221300505711;1;Plus;1150.93;4129.0;2015-02-10;5;154618.72;R$ 905,99;Indicacao;0;0.045;DEB AUTO
IND-221300970839;1;Std;R$ 600,72;3707.0;07/04/2016;2;R$ 107.442,45;412.89;Agente;S;0.044;pix
IND-221301479304;1;premium;1.257,26;4570.0;11-26-2013;5;?;R$ 878,19;NA;1;NA;boleto
IND-221302520093;1;premium;1610.23;1462.0;31 May 2022;5;R$ 135.798,39;1675.0;Telefone;1;0.068;PIX
IND-221300218434;2;Std;1.222,24;4737.0;06-12-2013;2;156119.60;1456.35;Agente;OK;0.056;Cartao
IND-221301216948;3;PADRAO;R$1.072,83;2422.0;10-14-2019;NULL;R$109.939,46;998,08;Indicacao ;1;0.112;boleto
IND-221302961406;1;PREMIUM;R$ 1.526,17;5724.0;09-29-2010;4;461617.92;1.144,68;null;1;0.056;Cartao
IND-221300541319;4;padrao;R$ 1.274,37;2501.0;27/07/2019;1;117.388,05;R$ 1.517,20;Telefone;Sim;0.16;#N/D
IND-221302944368;2;PADRAO;R$ 890,10;4753.0;05-27-2013;2;R$ 124.629,59;R$ 942,86;Indicacao;Atrasado;0.055;Boleto
IND-221302387434;1;PREMIUM;1084.15;3518.0;13/10/2016;4;-;-;Digital;OK;0.056;Debito_Auto
IND-221302198376;5;Basic;R$1.564,82;827.0;25 Feb 2024;1;114278.86;R$ 746,13;Telefone;N/A;0.237;Debito_Auto
IND-221300027738;2;padrao;R$ 1.067,76;4950.0;11 Nov 2012;2;122914.65;R$ 809,02;Digital;1;0.098;Boleto Bancario
IND-221300973187;3;Padrao;1.075,34;944.0;10-31-2023;1;R$ 81.316,16;R$1.183,37;-;S;0.106;Debito_Auto
IND-221301975896;NULL;Padrão;552,17;561.0;2024/11/17;1;R$ 68.607,15;535.74;Indicacao;1;  ;Debito Automatico
IND-221300843435;3;padrao;1.124,81;2886.0;null;1;117.902,04;967.51;Agente;Em dia;0.093;Debito_Auto
IND-221300605400;4;PADRAO;R$ 1.161,88;3390.0;02-18-2017;1;113093.37;1073.11; Telefone;Em dia;0.145;BOL
IND-221300177069;4;Basic;R$ -100,00;1166.0;2023-03-23;1;R$ 115.017,25;1038.43;Digital;S; ;Debito Automatico
IND-221301138084;3;basica;1268.24;2849.0;2018/8/13;1;89.156,54;R$ 829,94;Agente;S;0.102;Boleto
IND-221302711338;3;Básica;1204.63;905.0;12-09-2023;1;R$ 112.696,78;R$ 889,82;NA;1;0.12;Cartão
IND-221301874312;3;BASICA;R$ 1.512,78;1776.0;07-21-2021;1;99104.46;1039.62;Telefone;Sim;0.132;pix
IND-221301967620;1;Std;R$1.089,77;3695.0;2016-04-19;3;R$ 109.301,74;R$ 1.118,38;Digital;Em dia;0.062;Debito_Auto
IND-221302453724;N/A;BASICA;1.588,47;1871.0;2021/4/17;1;498380.2;1244.07;Digital;Nao;0.148;pix
IND-221302185560;4;Basica;1215.3;878.0;2024-01-05;1;135781.33;541,06;Telefone;S;0.182;DEB AUTO
IND-221302370312;4;Basic;1138.13;30.0;02 May 2026;NA;132651.34;R$ 848,70;Digital;S;0.172;CC
IND-221300421186;1;PREMIUM;R$ 1.062,87;2959.0;-;4;148093.77;R$476,68;Agente;1;0.009;debito
IND-221302206190;1;Premium;R$ 1.223,66;2343.0;01/01/2020;4;144.789,57;R$ 1.360;Digital  ;OK;0.05;Cartao_Credito
IND-221301360438;2;basica;1539.29;890.0;12-24-2023;3;R$ 173.403,82;-;Agente;OK;0.072;Pix
IND-221300219821;4;BASICA;R$ 1.368,17;940.0;04 Nov 2023;1;145652.49;R$1.231,40;Digital;Em dia;0.149;Debito_Auto
IND-221301294799;2;Basic;1014.45;1288.0;21 Nov 2022;1;R$ 88.573,58;950.65;Telefone;S;0.095;Boleto Bancario
IND-221301410269;1;PADRAO;R$ 1.202,51;1717.0;2021/9/18;4;R$ 112.900;493.28;Agente;1;NA;pix
IND-221302510525;3;Padrão;1.353,91;30.0;2026-05-02; ;122361.06;R$ 1.082,82;Telefone;OK;0.089;boleto
IND-221303101322;1;Plus;R$1.487,11;1930.0;2021-02-17;5;R$ 129.178;625,59;Agente;  ;0.058;DEB AUTO
IND-221300341388;3;Padrão;R$ 876,98;2645.0;05/03/2019;2;244711.61;958,80;Telefone;Sim;#N/D;Cartao
IND-221300231435;3;Basic;1.254,01;272.0;2025-09-02;1;R$ 107.043,70;R$ 1.058,59;Digital;Sim;0.141;Cartao
IND-221301904867;1;padrao;R$ 1.834,85;2765.0;05 Nov 2018;6;NULL;R$ 846,96;Digital ;Em dia;0.015;DEB AUTO
IND-221300880253;4;Basic;1376.45;1985.0;2020-12-24;1;129.046,11;R$ 1.577,51;Agente;Atrasado;0.172;  
IND-221301347785;2;Padrao;1211.20;790.0;02/04/2024;2;N/A;1.313,99;Agente;1;0.066;boleto
IND-221300430897;1;Std;R$ 1.123,58;4412.0;03 May 2014;4;169814.42;NA;Digital;Sim;0.02;pix
IND-221302940811;1;Premium;1705.7;3929.0;N/A;4;R$ 103.723,25;1104.21;Digital;Em dia;0.027;Debito Automatico
IND-221302390904;4;Basic;R$ 1.271,21;250.0;24 Sep 2025;1;160123.32;R$1.307,60;Agente;Atrasado;0.15;boleto
IND-221302815241;3;#N/D;R$ 1.150,10;30.0;02/05/2026;1;R$99.567,46;R$ 606;Telefone;1;0.088;BOL
IND-221302979929;3;Basic;R$1.565,65;1400.0;08-01-2022;1;R$93.445,00;R$ 1.349,65;Digital;S;0.111;CC
IND-221300860914;3;basica;933.97;260.0;#N/D;1;118096.29;828,21;Telefone;OK;0.094;PIX
IND-221301781885;1;Prem.;R$ 1.317,18;3100.0;2017/12/5;4;R$ 185.986;R$ 801,56;Agente  ;null;0.074;debito
IND-221300242337;2;N/A;R$1.114,92;2466.0;08-31-2019;3;253166.66;902,54;Digital;Em dia;0.062;BOL
IND-221301511695;4;basica;1283.97;3032.0;null;1;R$148.340,95;R$ 1.149,80;Digital;OK;0.176;CC
IND-221303058698;4;BASICA;1.436,01;30.0;02 May 2026;1;R$118.647,43;R$ 939,91;Telefone;Sim;0.152;NA
IND-221302514413;4;Padrao;1.296,68;2996.0;19 Mar 2018;1;R$ 129.798,70;1.194,85;Agente;OK;0.171;debito
IND-221300814948;1;padrao;R$722,60;4258.0;04/10/2014;2;R$158.386,78;403.74;Digital;1;0.041;Boleto Bancario
IND-221302620293;5;Padrao;R$ 1.422,86;2979.0;2018-04-05;1;123978.21;1.457,64;Telefone;1;0.166;Debito_Auto
IND-221302898280;1;Premium;1162.04;3043.0;01-31-2018;4;R$ 174.753,48;R$ 1.044,91;Digital;Sim;0.028;Debito_Auto
IND-221303143061;1;PREMIUM;R$ 1.240,70;3235.0;?;5;159730.76;R$ 722,72;Agente;Em dia;0.049;DEB AUTO
IND-221300487438;3;padrao;1.330,28;3410.0;29 Jan 2017;2;271.963,28;1374.44; Agente;Sim;0.135;DEB AUTO
IND-221303119925;3;Std;R$ 1.706,98;3105.0;-;2;R$ 156.819,90;R$ 1.330,60;Telefone ;1;0.131;Cartao_Credito
IND-221302830522;2;Prem.;R$997,80;163.0;20 Dec 2025;3;232.466,39;652.38;Telefone;-;0.052;Cartão
IND-221301065130;3;Básica;R$ 800,41;1405.0;NULL;1;123.752,42;R$ 934,89;Indicacao;Em dia;0.168;Cartao_Credito
IND-221302875666;3;Basica;R$ 901,54;3048.0;2018/1/26;1;170.358,84;R$ 992,08;Digital;1;0.114;Cartao_Credito
IND-221300509297;3;Basic;R$ 1.059,63;2978.0;06 Apr 2018;1;95845.73;R$ 1.165,72;Telefone;OK;0.122;Debito_Auto
IND-221302950448;1;Premium;1304.40;5526.0;2011-04-15;4;128622.78;R$ 1.322,37;  Indicacao;1;0.051;boleto
IND-221302350578;3;Padrão;R$1.601,11;1962.0;16/01/2021;2;122142.68;1493.44;Digital;Sim;0.137;CC
IND-221303085729;1;Plus;1196.99;NA;  ;4;R$ 169.941;R$ 669,65;Agente  ;OK;0.027;boleto
IND-221300240983;3;BASICA;R$ 1.369,59;2993.0;2018-03-22;null;82720.32;1140.32;Digital;Sim;0.118;DEB AUTO
IND-221302132129;3;Std;1.909,22;1851.0;07/05/2021;3;241.745,81;R$ 1.470,01;Telefone;1;0.154;Cartao_Credito
IND-221301843024;1;PREMIUM;1.034,35;4105.0;2015/3/6;3;R$ 124.868,23;R$ 461,41;Telefone;Nao;0.031;Cartao_Credito
IND-221301591500;#N/D;padrao;R$ 1.260;2528.0;30 Jun 2019;5;157649.91;R$ 1.389,50; Telefone;Em dia;0.064;Boleto Bancario
IND-221301302254;1;PREMIUM;R$1.315,34;3188.0;2017-09-08;4;113449.26;NULL;Telefone;OK;null;CC
IND-221301339980;4;Plus;R$ 993,15;1635.0;09 Dec 2021;1;R$ 128.325,68;  ;Agente;OK;0.183;Cartao_Credito
IND-221301431389;2;Básica; ;2283.0;01 Mar 2020;2;R$149.408,97;553.12;Indicacao;1;0.077;Cartao
IND-221301497470;1;null;1264.23;3309.0;10 May 2017;4;126003.4;899.78;Agente;Em dia;0.038;Debito_Auto
IND-221302795367;2;Basic;1.348,58;2124.0;07/08/2020;2;136.076,37;R$ 914,86;Agente;OK;0.057;Debito_Auto
IND-221302362849;3;Basic;740,10;NA;06-17-2021;1;R$ 105.955,79;835,74;Indicacao;1;0.159;CC
IND-221300846625;1;PADRAO;R$ 1.147;5136.0;2012/5/9;4;135609.92;R$ 1.017,04;Digital;OK;0.055;Boleto Bancario
IND-221302416061;1;Plus;R$ 982;5291.0;12-06-2011;4;R$ 140.626,30;779.88;Telefone;NA;0.063;Cartao
IND-221302692834;4;PREMIUM;1.133,89;1253.0;12-26-2022;1;R$ 136.093,08;507.24;Agente;Sim;0.175;Debito_Auto
IND-221301709183;1;Plus;1.672,28;3707.0;07/04/2016;4;136307.54;R$ 1.490;Digital;S;0.077;BOL
IND-221301579623;1;Prem.;R$ 948,44;3030.0;2018/2/13;5;158400.75;626.23;Agente;1;0.036;Pix
IND-221300352726;5;Básica;R$1.650,04;3068.0;2018/1/6;1;R$ 121.818;R$ 841,37;Agente;Atrasado;0.186;boleto
IND-221301348213;3;Padrao;R$ 1.426,70;240.0;04 Oct 2025;1;108393.63;R$ 964;Agente;Sim;0.148;Debito_Auto
IND-221303272614;2;BASICA;712.94;1279.0;2022/11/30;1;R$ 82.117;R$ 676,96;Telefone;Sim;0.089;Debito Automatico
IND-221301579947;1;Std;1006.62;5901.0;2010/4/5;4;176165.93;R$ 619,59;Telefone;OK;0.107;boleto
IND-221301722775;1;premium;R$1.557,38;4340.0;07-14-2014;6;193992.97;R$ 1.004,87;Agente;OK;0.033;Boleto
IND-221301460646;3;Basic;1256.41;765.0;27 Apr 2024;1;R$ 104.415,69;761.04;Telefone;1;0.112;DEB AUTO
IND-221303273126;5;PADRAO;R$1.647,45;2245.0;2020/4/8;1;122.071,78;783.86;  Digital;Sim;0.176;PIX
IND-221301339526;2;Padrão;R$1.147,84;1973.0;05 Jan 2021;3;219852.32;R$ 868,75;Telefone;1;0.098;DEB AUTO
IND-221300688302;2;Basica;R$ 1.016,63;3857.0;2015/11/9;3;R$ 224.344,56;1.079,45;Agente;1;0.104;PIX
IND-221301867136;1;Prem.;1444.89;3541.0;20 Sep 2016;5;R$ 194.662,99;R$ 654;  Digital;Sim;0.046;PIX
IND-221300595877;1;PREMIUM; ;4023.0;27/05/2015;3;R$ 120.632,82;538,19;  Indicacao;Em dia;0.058;Cartao_Credito
IND-221302836942;3;Basica;R$ 880;30.0;2026-05-02;1;133265.32;420.12;Indicacao;Sim;N/A;Boleto Bancario
IND-221302119074;2;Prem.;1078.55;2400.0;2019-11-05;2;R$ 140.979,69;647.03;Telefone  ;Em dia;0.079;DEB AUTO
IND-221302781497;3;Basica;2.076,41;117.0;2026-02-04;1;91294.69;1.543,43;Telefone;N;0.137;Cartão
IND-221301384090;-;premium;1.213,55;3658.0;26/05/2016;4;R$154.851,97;R$ 531,46;Telefone;1;0.044;CC
IND-221303162205;4;PADRAO;R$ 1.217,69;141.0;2026-01-11;1;139265.25;1275.41;Agente;S;0.156;CC
IND-221300014532;2;Basic;1187.21;1938.0;2021/2/9;2;153259.15;691,45;Digital;Sim;0.086;Boleto Bancario
IND-221300947650;1;Premium;R$ 1.330,35;2865.0;28 Jul 2018;5;R$ 176.136,13;R$ 956,99;Digital;Sim;0.035;Pix
IND-221302678506;1;Básica;R$ 991,56;1646.0;2021-11-28;4;R$ 146.734,09;R$656,34;Telefone;Em dia;0.032;BOL
IND-221302962352;4;PADRAO;1070.65;2573.0;05-16-2019;1;130.167,60;R$990,16;Digital;Sim;0.158;Boleto
IND-221300644882;3;-;R$1.196,86;367.0;2025/5/30;1;R$104.859,62;R$ 1.207,17;Indicacao  ;S;0.08;DEB AUTO
IND-221300639835;1;Std;R$ 1.218,44;null;2011/7/7;3;R$109.367,26;R$1.229,96;Indicacao;Em dia;0.023;Debito_Auto
IND-221301893625;2;Premium;1138.44;3108.0;2017/11/27;3;R$ 207.109,27;551.88;Telefone;S;0.054;N/A
IND-221301229111;4;Padrao;1130.06;30.0;05-02-2026;1;157477.71;830.49;Telefone;Sim;0.194;Boleto Bancario
IND-221302696280;3;padrao;R$ 1.277,11;1545.0;2022/3/9;1;112540.00;1253.84;  Agente;Sim;0.11;null
IND-221303182401;4;Basic;R$ 1.952,21;782.0;10 Apr 2024;1;R$ 98.847,17;902,95; ;S;0.136;Debito_Auto
IND-221301755741;#N/D;basica;R$ 768;1470.0;23/05/2022;1;R$144.663,72;R$ 310;Agente;Em dia;0.125;pix
IND-221300090723;2;BASICA;R$ 1.137,67;2501.0;27/07/2019;1;R$ 92.570,67;723.12; Agente;S;0.052;Cartão
IND-221302892763;3;BASICA;R$ 1.367;1343.0;27/09/2022;1;R$ 156.543,15;R$ 1.095,37;  Agente;S;0.125;DEB AUTO
IND-221302135927;4;Basica;1144.10;NULL;2025-03-08;1;135896.11;R$ 942,24;Digital;#N/D;0.137;Boleto Bancario
IND-221302923686;1;Plus;R$ 1.362;99999.0;2016-09-28;4;168604.56;R$ 1.634,26;Agente;NA;0.034;Debito_Auto
IND-221303160101;3;Basic;635.21;1113.0;2023-05-15;2;239.423,75;R$ 554,13;Agente  ;Sim;0.145;debito
IND-221300326283;3;Std;R$ 768,79;955.0;20/10/2023;1;93.843,36;R$ 841,63;Telefone;Sim;0.102;debito
IND-221302781444;1;Basic;R$ 1.552,21;1559.0;2022/2/23;5;163.449,04;1.321,56;Digital;Sim;0.045;Debito Automatico
IND-221301520831;2;Básica;R$ 963,77;1471.0;2022/5/22;1;R$ 70.876,09;R$ 486;Digital ;Em dia;0.075;Cartão
IND-221303296376;5;Basic;1.621,12;1791.0;2021/7/6;1;R$146.118,84;R$ 846,13;Telefone;S; ;Debito Automatico
IND-221302064201;2;-;R$ 975,55;2526.0;02/07/2019;2;R$ 96.472,30;?;Telefone;1;0.07;Boleto Bancario
IND-221302844439;1;Plus;1.478,51;3403.0;05 Feb 2017;5;R$ 144.776,40;R$ 1.567; ;Sim;0.024;Cartão
IND-221300453613;1;PREMIUM;R$1.338,42;5874.0;02/05/2010;4;-;R$1.254,81;Indicacao;Em dia;0.036;pix
IND-221300615391;2;Prem.;  ;2599.0;20 Apr 2019;2;145.881,92;1035.32;Agente;Em dia;NULL;pix
IND-221300458109;5;BASICA;;30.0;02/05/2026;1;104098.76;1563.54;Agente;S;0.196;pix
IND-221300817031;4;Básica;R$ 918,12;2813.0;18/09/2018;1;R$116.618,83;R$504,85;Telefone;S;0.151;Boleto
IND-221301352857;1;?;1293.89;4312.0;2014/8/11;5;151100.61;R$ 1.426,09;Digital;S;0.058;DEB AUTO
IND-221303068181;2;Prem.;R$1.608,44;2996.0;19/03/2018;2;R$148.942,77;R$ 855,81;Digital; ;0.071;Debito_Auto
IND-221303101777;4;PADRAO;1233.42;904.0;10/12/2023;1;NA;R$ 1.268,60;Telefone ;1;0.159;boleto
IND-221300920916;4;Std;1050.96;30.0;02 May 2026;1;174677.57;R$ 1.192;Agente;1;0.182;Cartao_Credito
IND-221300072351;2;Basica;R$ 1.153;1724.0;11 Sep 2021;1;79083.68;R$ 499,66;null;N;0.061;Debito Automatico
IND-221300789652;3;Basic;1.355,86;160.0;23/12/2025;1;R$ 86.616,45;R$1.116,31;Telefone;OK;;Cartão
IND-221302954660;1;Premium;1358.59;3169.0;09-27-2017;4;;R$ 1.581;Agente;Em dia;0.07;DEB AUTO
IND-221303247925;1;Plus;R$ 987,73;4672.0;null;4;R$502.966,68;R$ 1.108,50;Digital;1;0.06;Cartao_Credito
IND-221301596610;4;Padrão;1112.43;725.0;06/06/2024;1;139.283,90;R$898,82;Agente;Em dia;#N/D;Cartao
IND-221301724073;1;Padrão;R$ 1.367,33;2797.0;04 Oct 2018;5;R$ 150.838,64;R$ 1.152,53;  Agente;S;0.073;Debito Automatico
IND-221300266135;4;Básica;R$1.249,54;-30.0;?;?;113183.81;934,65;Indicacao;S;0.133;Boleto Bancario
IND-221302865510;1;Plus;929.03;2885.0;2018/7/8;4;149812.33;R$ 766,99;Telefone;OK;0.039;BOL
IND-221303116753;1;Padrão;R$828,12;5062.0;22 Jul 2012;5;174259.17;R$ 587,38;Agente;null;0.042;DEB AUTO
IND-221302686445;4;Std;R$ 1.331,90;1540.0;14 Mar 2022;1;115.192,24;1176.41;Indicacao;Atrasado;0.192;Cartao
IND-221300011646;3;Std;R$ 1.011,62;2722.0;12-18-2018;1;R$110.381,08;R$825,56;Digital;Em dia;0.137;Boleto
IND-221302148388;1;premium;R$ 1.353,25;3495.0;2016-11-05;4;109994.64;832,88;Agente;1;0.051;Debito_Auto
IND-221300280511;2;PADRAO;R$ 1.166,91;2340.0;2020-01-04;2;R$129.196,53;NA;Indicacao ;1;0.055;Debito Automatico
IND-221301563662;4;Básica;R$1.095,42;30.0;05-02-2026;1;130.422,50;630,96;Indicacao;1;0.175;Boleto Bancario
IND-221302749602;4;Basica;941,16;1385.0;2022-08-16;1;R$ 127.352,31;923.59;Agente;1;0.192;DEB AUTO
